Vaka_ID,Ulke_Bolge,Yil,Proje_Sektoru_v4,FIDIC_Kitap_Turu,Atif_Maddeler,Kurum_Yargi_Yeri,Uyusmazlik_Ozeti,Claim_Turu,Eskalasyon_Asamasi,Sonuc_Yonu,Vaka_Adi,Kaynak,Karar_Yonu_Ham,Tahmini_Tutar_USD,Sure_Yil_Cikarilan
GAP81-001,ABD (Katar bağlantılı),2022,Bina/Konut/Ticari,FIDIC-dışı,Insan Ticareti Magdurlari Koruma Yasasi (TVPRA) - Yonetim/Denetim Rolu Olan Sirketin Sorumlulugu,ABD - Colorado Bolge Mahkemesi (Federal),"2022 FIFA Dunya Kupasi icin KATAR'DA STADYUM VE ILGILI ALTYAPI PROJELERININ YONETIMI, DENETIMI VE IHALE SURECININ YURUTULMESINDE ROL ALAN ABD SIRKETLERI Jacobs Solutions VE onun (2017'de SATIN ALINAN)",Ihale Sureci,Ilk Derece Devlet Mahkemesi,Karma/Kismi,"F.C. v Jacobs Solutions Inc. (ve CH2M Hill), ABD Colorado Bolge Mahkemesi, No.1:23-cv-02660 (Kismi Ret Karari, 2 Haziran 2025, Yargic Yardimcisi Cyrus Y. Chung)",Bloomberg Law + Courthouse News + Business & Human Rights Resource Centre (resmi/ucretsiz),"Karma - Colorado'DAKI IKI ANA DAVALIYA (CH2M ve Jacobs Engineering) karsi dava DEVAM ETTI, iki YAN KURULUSA karsi REDDEDILDI - KATAR DUNYA KUPASI STAD",50000000,5
GAP82-001,ABD,2008,Nukleer Enerji,FIDIC-dışı,"EPC Yuklenicisinin Iflasi - Sozlesme Feshi Yerine Devam Ettirme, Maliyet Asimi Paylasimi",ABD - Georgia Guney Bolgesi Federal Mahkemesi + ABD Iflas Mahkemesi (Delaware),"2008'de Georgia Power'in (Southern Company yan kurulusu) DIGER SAHIPLERI (Oglethorpe Power, Georgia Belediye Elektrik Otoritesi/MEAG, Dalton sehri) ADINA imzaladigi VOGTLE 3&4 SOZLESMESINDE, EPC Yukle",Gecikme/EOT,Belirsiz/Sadece Claim Asamasi,Uzlasma,"Vogtle Insaat Davasi Serisi (ABD Georgia Guney Bolgesi Federal Mahkemesi) + Westinghouse Electric Co. Chapter 11 Iflasi (29 Mart 2017) + Georgia Power v Oglethorpe Power Corp (413 milyon USD Uzlasma, 2024)","Associated Press + Utility Dive + SEC Dosyalari (10-K/10-Q, resmi/ucretsiz)","Uzlasma ile SONUCLANDI (COKLU DAVALAR) - PROJE TOPLAM MALIYETI 35 MILYAR USD'YE ULASTI (7 YIL GEC, 17+ MILYAR USD BUTCE ASIMI) - DUNYA CAPINDA EN BUYU",35000000000,10
GAP83-001,ABD,1964,Kopru/Tunel,FIDIC-dışı,Zamanasimi Savunmasi - 'Katastrofik Olay' Istisnasi; Tasarim Kusuru vs Denetim Ihmali,ABD - Hennepin County Bolge Mahkemesi + ABD Yuksek Mahkemesi (temyiz reddi),"1960'LARIN BASINDA Sverdrup & Parcel TARAFINDAN TASARLANAN I-35W KOPRUSU'NUN (Minneapolis), 1 Agustos 2007'de RUSH HOUR SIRASINDA COKEREK MISSISSIPPI NEHRINE DUSMESI (13 OLU, 145 YARALI) - Federal SOR",Kalite/Kusur,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Minnesota Eyaleti/Kurbanlar v URS Corporation, PCI Corporation, Jacobs Engineering Group (Sverdrup & Parcel Halefi), Hennepin County Bolge Mahkemesi (2010'a kadar suren coklu davalar)",Minnesota Public Radio + CBS News + CNN + Star Tribune + SEC Dosyalari (resmi/ucretsiz),Davaci (Minnesota Eyaleti/Kurbanlar) lehine (buyuk olcude) - TUM TARAFLAR (URS: 52.4 milyon USD+5 milyon USD Eyalet'e; PCI: 10+1 milyon USD; Jacobs: 8,52400000,5
GAP84-001,İngiltere/UK,2019,Demiryolu/Metro,FIDIC-dışı,"Kamu Ihale Yonetmeligi (UCR 2016) m.110(1) - Otomatik Askiya Alma, Ihale Sonucunun Itirazi",Ingiltere - Technology and Construction Court,"DUNYANIN EN BUYUK MUHENDISLIK SIRKETLERINDEN BIRI olan Bechtel'in, INGILTERE'NIN YUKSEK HIZLI TREN HATTI (HS2) FAZ 1'INDEKI IKI GUNEY ISTASYONUNDAN BIRI olan 'Old Oak Common' ISTASYONU icin 'INSAAT OR",Ihale Sureci,Belirsiz/Sadece Claim Asamasi,Davali Lehine,"Bechtel Limited v High Speed Two (HS2) Limited (BBVS - Balfour Beatty Vinci Systra Ilgili Taraf Olarak), [2021] EWHC 640 (TCC), Dava No.HT-2019-000061 (23 Mart 2021, Yargic Fraser)",Law360 + caselaw.nationalarchives.gov.uk (resmi/ucretsiz),"Davali (HS2 Ltd/BBVS) lehine - Bechtel'in ihale ITIRAZI REDDEDILDI, 1.3-1.8 MILYAR GBP DEGERINDEKI SOZLESME BBVS'YE VERILDI - INGILTERE'NIN EN BUYUK A",1800000000,2
GAP84-002,ABD,2016,Bina/Konut/Ticari,FIDIC-dışı,"Bilesik Yetki Talebi (19 Ayri Kalem) - Tazminat Edilebilir Gecikme, Ihale Belgelerindeki Hatalar, Farkli Saha Kosullari, Sozlesme Degisiklikleri",ABD - Sivil Sozlesme Temyiz Kurulu (CBCA),"WASHINGTON D.C.'DEKI St. Elizabeths KAMPUSUNDE, IC GUVENLIK BAKANLIGI (DHS) GENEL MERKEZI icin 'MERKEZI HIZMET TESISI FAZ 2'sinin (CUP2) INSAASINDA, Balfour Beatty'nin, TAZMINAT EDILEBILIR GECIKME, IH",Gecikme/EOT; Degisiklik/Change Order; Zemin Kosullari; Ihale Sureci,Istinaf/Temyiz/Yuksek Mahkeme,Karma/Kismi,"Balfour Beatty Construction LLC v General Services Administration (GSA), Civilian Board of Contract Appeals (CBCA) No.6750 (31 Mart 2023)","CBCA Resmi Karar Arsivi (cbca.gov, ucretsiz)","Karma/kismi - dava HAK KAZANMA ASAMASINDA KARARA baglandi (MEBLAG BELIRLEME SONRAKI asamaya BIRAKILDI) - ABD FEDERAL KAMU INSAATI SOZLESMELERINDE, COK",,5
GAP85-001,Kazakistan,2023,Belirsiz/Veri Yetersiz,FIDIC-dışı/Belirsiz,Yolsuzluk/Sisirilmis Sozlesme Bedelleri - Insaat/Muhendislik Firmalarina Verilen Ihalelerin Iptali,"Kalici Hakem Mahkemesi (PCA, Lahey) - Gizli/Kapali Tahkim","DUNYANIN EN BUYUK VE TEKNIK OLARAK EN ZORLU OFSHORE PETROL GELISTIRME PROJELERINDEN BIRI olan KASHAGAN (Kuzey Hazar Denizi, TOPLAM GELISTIRME MALIYETI 50+ MILYAR USD) SAHASINDA, Kazakistan Hukumeti'ni",Gecikme/EOT; Yolsuzluk; Ihale Sureci,Belirsiz/Sadece Claim Asamasi,Devam Eden Dava,"Kazakistan Cumhuriyeti v Kashagan/Karachaganak Konsorsiyum Ortaklari (ExxonMobil, Chevron, Shell, Eni, TotalEnergies DAHIL), Kalici Hakem Mahkemesi (PCA, Lahey) - Kashagan Petrol Sahasi Insaati/Gelistirmesi",Bloomberg + ICIJ (Uluslararasi Arastirmaci Gazeteciler Konsorsiyumu) + Energy Voice + OilPrice.com,"Devam eden dava (2023'ten 2028'e kadar surmesi BEKLENIYOR) - TUM DAVA SERISI (Kashagan+Karachaganak) TOPLAMDA 160+ MILYAR USD DEGERINDE, TARIHTEKI EN ",160000000000,28
GAP86-001,ABD,2001,Liman/Deniz Altyapisi,FIDIC-dışı,'Tek Olay vs Iki Olay' Sigorta Kapsami Yorumu - Yeniden Insa Finansmani,ABD - Guney New York Federal Bolge Mahkemesi,"Larry Silverstein'in, 11 EYLUL 2001 SALDIRILARINDAN SADECE HAFTALAR ONCE DUNYA TICARET MERKEZI IKIZ KULELERI icin YAPTIGI 3.5 MILYAR USD'lik SIGORTA POLICESI KAPSAMINDA, IKI FARKLI UCAGIN IKI FARKLI K",Odeme Uyusmazligi,Ilk Derece Devlet Mahkemesi,Karma/Kismi,"Silverstein Properties/Port Authority of New York and New Jersey v Coklu Sigorta Sirketleri (Swiss Re, Allianz, Zurich American, Travelers dahil), ABD Guney New York Bolge Mahkemesi (Yargic Alvin K. Hellerstein) - Dunya Ticaret Merkezi Yeniden Insasi","NBC News + Gothamist + CBS News (resmi haber kaynaklari, ucretsiz)","Karma (Silverstein/Port Authority LEHINE, BUYUK OLCUDE) - TOPLAM 4.55 MILYAR USD SIGORTA ODEMESI ALINDI ('SEKTORDE BUGUNE KADAR YAPILMIS EN BUYUK TEK ",7000000000,6
GAP87-001,Avrupa Birliği (Rusya bağlantılı),2019,Fosil Yakit/Petrol-Gaz,FIDIC-dışı,"Enerji Sarti Anlasmasi - Duzenleyici Sertifikasyonun Reddi, Yaptirimlarin 'Imkansizlik' (Article 34(2)) Savunmasi",Kalici Hakem Mahkemesi (PCA) Idaresi Altinda Ad Hoc Tahkim,"RUSYA'DAN ALMANYA'YA BALTIK DENIZI ALTINDAN DOGALGAZ TASIYAN Nord Stream 2 BORU HATTININ (Gazprom KONTROLUNDEKI), AB'NIN 'Degistirilmis Gaz Direktifi'NI (Amending Gas Directive, 2019) UYGULAYARAK, BOR",Yatirim Anlasmasi Ihlali (BIT/ICSID),Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Devam Eden Dava,"Nord Stream 2 AG v Avrupa Birligi, PCA Dava No.AA761 (UNCITRAL Kurallari + Enerji Sarti Anlasmasi Kapsaminda Ad Hoc Tahkim)",PCA Cases (pcacases.com) + italaw.com + UNCTAD ISDS Navigator + jusmundi.com (resmi/ucretsiz belgeler),"Devam eden dava - RUSYA-AB IHTILAFININ EN CIDDI SEMBOLLERINDEN BIRI olan Nord Stream 2 PROJESI, HEM DUZENLEYICI/YATIRIM TAHKIMI HEM DE JEOPOLITIK ACID",,4
GAP88-001,Etiyopya,2015,Demiryolu/Metro,FIDIC-dışı,Savas/Ic Catisma Kaynakli Gecikme - Isveren Kusuru (Finansman/Arazi Tazminati) vs Yuklenici Terk Etmesi,LCIA (Londra Uluslararasi Tahkim Mahkemesi),"TURK YUKLENICI Yapi Merkezi'nin, 2015'te 1.7 MILYAR USD (Turk Exim Bank FINANSMANLI) DEGERINDE ustlendigi Awash-Kombolcha-Woldiya-Hara Gebeya DEMIRYOLU PROJESINDE (Etiyopya'nin BES ULUSAL demiryolu PR",Odeme Uyusmazligi; Para Birimi/Faiz Uyusmazligi,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davali Lehine,"Yapi Merkezi Insaat ve Sanayi A.S. v Etiyopya Demiryolu Kurumu (ERC), Londra Uluslararasi Tahkim Mahkemesi (LCIA) - Awash-Kombolcha-Woldiya-Hara Gebeya Demiryolu Projesi (2 Mayis 2026 Karari)",The Reporter Ethiopia + Ethiopia Observer + Wazema + EFFSAA Newsletter (resmi/ucretsiz haber kaynaklari),"Davali (ERC/Etiyopya Devleti) lehine (buyuk olcude) - Yapi Merkezi'nin talebinin BUYUK KISMI REDDEDILDI, 29.1 MILYON USD GERI ODEME + EKIPMAN DEVRI EM",1700000000,11
GAP89-001,Gine,2010,Madencilik,FIDIC-dışı,Ortak Girisim Feshi - Yolsuzlukla Elde Edilen Maden Ruhsati Iddiasi,Londra Tahkimi + ABD Guney New York Bolge Mahkemesi (Tenfiz),"Brezilyali maden devi Vale'nin, Gine'deki 'Simandou' (dunyanin EN BUYUK VE EN YUKSEK KALITELI demir cevheri YATAKLARINDAN biri, MILYARLARCA TON rezerv) SAHASINI GELISTIRMEK icin, Beny Steinmetz'in KON",Yolsuzluk,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Vale S.A. v BSG Resources Ltd (BSGR), Londra Tahkim Karari (2019) + ABD Guney New York Bolge Mahkemesi Tenfiz Davasi (2019) - Simandou Demir Cevheri Madeni/Altyapisi, Gine",Mining.com + Reuters (resmi/ucretsiz),Davaci (Vale) lehine - 1.246 MILYAR USD (faiz/masraflarla 2+ MILYAR USD) ODEME KARARI VERILDI VE ABD'de TENFIZ ICIN DAVA ACILDI - DUNYANIN EN BUYUK DE,1246000000,5
GAP90-001,Ukrayna,2022,Sanayi Tesisi/Fabrika,FIDIC-dışı,Devletlestirme (Renationalisation) - Savas Baglaminda Yabanci Varlik El Koyma,ICSID (Washington D.C.),"Rus aluminyum devi Rusal'in IKI YAN KURULUSUNUN, Ukrayna'daki bir 'MEKANIK FABRIKA TESISININ' (sanayi tesisi), RUSYA'NIN 2022'DEKI TAM CAPLI ISTILASI SONRASI Ukrayna HUKUMETI TARAFINDAN 'DEVLETLESTIRI",Devletlestirme/El Koyma,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Karma/Kismi,"Rusal'in Iki Yan Kurulusu v Ukrayna, ICSID Tahkim Karari (30 Haziran 2026)","Global Arbitration Review (globalarbitrationreview.com/regions/ukraine, resmi/ucretsiz ozet)","Karma (buyuk olcude Ukrayna lehine) - Rusal'in talebinin BUYUK KISMI REDDEDILDI, SADECE 71 milyon USD ODEME KARARI VERILDI - UKRAYNA'YI VERI SETINE GE",1000000000,
GAP91-001,ABD,2021,Yenilenebilir Enerji,FIDIC-dışı,Federal Idari Durdurma Emrinin Hukuka Uygunlugu - Tamamlanmis Insaatin Durdurulmasi,ABD - Columbia Bolgesi Federal Mahkemesi,"Danimarka enerji devi Orsted VE Global Infrastructure Partners'in, Rhode Island KIYISINDAN 15 MIL ACIKTA, 65 TURBINLIK VE INSAATI %80 TAMAMLANMIS OLAN 'Revolution Wind' OFSHORE RUZGAR CIFTLIGI PROJESI",Gecikme/EOT; Ihtiyati Tedbir Talebi,Belirsiz/Sadece Claim Asamasi,Devam Eden Dava,"Orsted A/S ve Global Infrastructure Partners v ABD Ic Isleri Bakanligi/Trump Yonetimi, ABD Columbia Bolgesi Federal Mahkemesi (2025)","Yahoo News (resmi haber kaynagi, ucretsiz)","Devam eden dava - ABD'DE, YENILENEBILIR ENERJI (OFSHORE RUZGAR) ALTYAPISI insaatinin, SIYASI YONETIM DEGISIKLIGI SONRASI FEDERAL DURDURMA EMRIYLE NASI",,
GAP91-002,Kanada,2011,Yenilenebilir Enerji,FIDIC-dışı,Devletin Moratoryum Karariyla Yatirimi 'Musadere Etmesi' - Iyi Nyetle Muzakere Etmeme,Kanada - Ontario Yuksek Mahkemesi (Windsor),"SouthPoint Wind'in, Lake Erie KIYISINDAKI (Leamington, Union VE Kingsville KASABALARI YAKININDA) ENDUSTRIYEL RUZGAR ENERJISI PROJELERI GELISTIRMEYE calisirken, Ontario HUKUMETININ SUBAT 2011'DE OFSHOR",Devletlestirme/El Koyma,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Detay Sinirli,"SouthPoint Wind v Ontario Eyaleti (ve Bagli Kurumlar), Ontario Yuksek Mahkemesi (dava 21 Mart 2011'de acildi)","Global News (resmi haber kaynagi, ucretsiz)","Belirsiz/detay sinirli - KANADA'DA (Ontario), DEVLETIN ENERJI POLITIKASI DEGISIKLIGININ (moratoryum), ONCEDEN BASLATILMIS RUZGAR ENERJISI YATIRIMLARIN",1000000000,
GAP92-001,ABD,2012,Su/Atik Su/Baraj,FIDIC-dışı,Cikar Catismasi Iddiasiyla Sozlesmenin Feshi - Karsilikli Dava,"ABD - Kaliforniya, San Francisco Ust Mahkemesi (Superior Court)","Monterey YARIMADASI'NDA su TEDARIKI SAGLAYAN California American Water Company ILE Marina Coast Water District ARASINDA, Monterey County SU KAYNAKLARI AJANSININ, bir 400 MILYON USD'lik SU DESALINASYON",Siniflandirilmamis/Veri Yetersiz,Belirsiz/Sadece Claim Asamasi,Belirsiz/Detay Sinirli,"California American Water Company v Marina Coast Water District (ve Karsi Dava), San Francisco Ust Mahkemesi (dava 1 Subat 2013'te aktarildi)",Law360 (resmi hukuk haber kaynagi),"Belirsiz/detay sinirli - ABD'DE (Kaliforniya), BIR SU DESALINASYONU/ARITMA TESISI PROJESINDE, PROJE DANISMANININ 'CIKAR CATISMASI' ICINDE OLDUGU ENDIS",400000000,10
GAP93-001,ABD,1999,Demiryolu/Metro,FIDIC-dışı,Devlet Kaynakli Muhendislik Degisiklikleri VE Farkli Zemin Kosullari - DRB Yetkisinin Asilip Asilmadigi,Massachusetts Ust Mahkemesi (Superior Court) + 3 Kisilik Uyusmazlik Cozum Kurulu (DRB),"1985'TE BASLAYAN VE 2007'DE TAMAMLANAN, 14 MILYAR USD'lik DUNYANIN EN BUYUK VE EN KARMASIK KENTSEL ULASIM MEGAPROJESI olan 'Big Dig' (Central Artery/Tunnel Project) kapsaminda, Boston GUNEY ISTASYONU ",Degisiklik/Change Order; Zemin Kosullari,Belirsiz/Sadece Claim Asamasi,Davaci Lehine,"Tutor Perini/Kiewit Corp./Jay Cashman Inc. (PKC Ortak Girisimi) v Massachusetts Ulastirma Bakanligi (MassDOT), Massachusetts Ust Mahkemesi + Uyusmazlik Cozum Kurulu (DRB) - Boston 'Big Dig' (Central Artery/Tunnel) Projesi",Engineering News-Record (ENR) + Hinckley Allen (resmi hukuk burosu ozeti),Davaci (PKC Konsorsiyumu) lehine (buyuk olcude) - TOPLAM 183 MILYON USD UZLASMA/ODEME ile 15 YILLIK dava SONA ERDI - DUNYANIN EN BUYUK KENTSEL ALTYAPI,14000000000,29
GAP93-002,ABD,2013,Kopru/Tunel,FIDIC-dışı,Isveren Talimatiyla Tasarim Degisiklikleri - Sozlesme Disi Olaylar,ABD (yargı yeri tam erisilemedi),"HUDSON NEHRI UZERINDEKI eski TAPPAN ZEE KOPRUSU'NUN YERINE insa edilen, 4 MILYAR USD DEGERINDEKI Mario M. Cuomo Koprusu PROJESINDE, Tasarim-Yapim KONSORSIYUMUNUN, New York Thruway Otoritesi'ne karsi, ",Degisiklik/Change Order,Belirsiz/Sadece Claim Asamasi,Devam Eden Dava,"Tasarim-Yapim Konsorsiyumu v New York Thruway Otoritesi, ABD (guncel dava, Tappan Zee Koprusu Yerine Insa Edilen Mario M. Cuomo Koprusu)","Transportation Research Board (TRB) - Resolving Construction Disputes: Review of State DOT Processes (2024), resmi/ucretsiz rapor","Devam eden/detay sinirli dava - ABD'de, 4 MILYAR USD DEGERINDEKI BIR KOPRU MEGAPROJESINDE, ISVEREN KAYNAKLI TASARIM DEGISIKLIKLERININ NASIL NEREDEYSE ",4000000000,
GAP93-003,İsveç,2017,Bina/Konut/Ticari,FIDIC-dışı,Sabit Fiyatli Sozlesmede Ek Is/Kapsam Degisikligi Talebinin Kabul Edilebilirligi,Isvec - Ticari Tahkim (kurum tam teyit edilemedi),"Fransiz gayrimenkul devi Unibail-Rodamco-Westfield'IN (URW) Isvec'teki 'Mall of Scandinavia' (STOCKHOLM YAKININDAKI, ISVEC'IN EN BUYUK ALISVERIS MERKEZLERINDEN biri) PROJESI icin Isvecli insaat sirket",Degisiklik/Change Order; Odeme Uyusmazligi,Tenfiz/Icra (Nihai Asama),Karma/Kismi,"Peab Sverige AB v Unibail-Rodamco-Westfield (URW), Isvec Tahkimi (yaklasik 7 yil suren, Karar 2024 civari)",Construction Briefing (resmi/ucretsiz sektor haberleri),"Karma (Peab LEHINE, ama celiskili GEREKCE) - Peab'e SEK 1.4 milyar (166 milyon USD faizle) ODEME KARARI VERILDI - ANCAK URW KARARA ITIRAZ ETTI, IKI YI",2100000000,4
GAP94-001,ABD,2011,Fosil Yakit/Petrol-Gaz,FIDIC-dışı,"Tasarim/Insaat Kusuru - Gecikme, Gecikme Cezasi, Force Majeure, Modulerlestirme Sorunlari",ABD Tahkimi (kurum tam teyit edilemedi),"West Virginia'da 700 MW'LIK, 'ABD'NIN EN VERIMLI KOMUR SANTRALI' OLARAK TANIMLANAN Longview GUC SANTRALININ TASARIM VE INSAASINDA, EPC Yuklenicisi Kvaerner North American Construction'in (Siemens Ener",Gecikme/EOT; Kalite/Kusur; Force Majeure; Odeme Uyusmazligi,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davaci Lehine,"Kvaerner North American Construction Inc. v Muhendislik/Danismanlik Firmasi, ABD Tahkimi (Karar 2015)","HKA (hka.com, resmi vaka calismasi) + Wikipedia + The American Prospect","Davaci (Kvaerner) lehine - 74 milyon USD ODEME KARARI VERILDI, AYRICA SONRADAN KAPSAMLI BIR UZLASMAYLA TESIS ONARILDI - ABD'DE, YENI NESIL 'SUPER-KRIT",74000000,2
GAP94-002,ABD,2001,Karayolu/Otoyol,FIDIC-dışı,Gecikme Cezasi Maddesinin Uygulanabilirligi - Tahkim Heyetinin Yetki Kapsami,ABD - Connecticut Yuksek Mahkemesi (Supreme Court),"Bridgeport SEHRINDE, I-95 OTOYOLUNUN BIR BOLUMU VE BIR KOPRUNUN YENIDEN INSASI icin Connecticut Ulastirma Bakanligi (DOT) ile White Oak Corporation ARASINDAKI sozlesmede, PROJENIN CIDDI GECIKMELER YAS",Gecikme/EOT; Degisiklik/Change Order; Fesih,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Department of Transportation v White Oak Corporation, Connecticut Yuksek Mahkemesi","Justia (Arbitration & Mediation Opinion Summaries, resmi/ucretsiz)","Davaci (White Oak Corporation) lehine (NIHAI OLARAK, Yuksek Mahkeme'de) - 5 MILYON USD'lik gecikme CEZASI IADESI ONANDI - ABD'DE (Connecticut), KAMU A",5000000,8
GAP95-001,ABD,1957,Nukleer Enerji,FIDIC-dışı,"Sozlesme Bakiyesi Odemesi - Aksama, Gecikme ve Diger Insaat Sorunlarindan Kaynaklanan Ek Maliyetler",ABD Talepler Mahkemesi (US Court of Claims),"16 Kasim 1957'de imzalanan bir SOZLESME (No.MA-1675) KAPSAMINDA, New York Shipbuilding Corporation'in, ABD Deniz Ticareti IDARESI VE Atom Enerjisi Komisyonu (Reaktor Gelistirme Bolumu) icin, DUNYANIN ",Gecikme/EOT,Belirsiz/Sadece Claim Asamasi,Karma/Kismi,"New York Shipbuilding Corporation v United States, ABD Talepler Mahkemesi (US Court of Claims), No.97-66","CaseMine (resmi mahkeme karari veritabani, ucretsiz)","Karma/kismi odeme surecinde - Yuklenici'nin talebinin BUYUK COGUNLUGU (33.88+ milyon USD) KABUL EDILDI, BAZI KISMI ODEMELER YAPILDI, KALAN BAKIYE (7.4",39890000,9
GAP96-001,Meksika,2016,Fosil Yakit/Petrol-Gaz,FIDIC-dışı,Kullan-ya-da-Ode (Use-or-Take) Hukmu - Taraf Katilimi ve Karsi Talepler,LCIA (Londra Uluslararasi Tahkim Mahkemesi),"Meksika devlet enerji sirketi CFE ile Greenfield SPVI ARASINDA 2016'da IMZALANAN, bir KOMUR TASIMA VE DEPOLAMA SISTEMININ INSAASI, ISLETMESI VE HIZMET SUNUMUNU ICEREN sozlesmede, GEMI GECIKMELERI VE K",Gecikme/EOT; Kalite/Kusur,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Greenfield SPVI, S.A.P.I. de C.V., Terminales Portuarias del Pacifico VE Terminal Maritima de Carbon v Comision Federal de Electricidad (CFE) VE CFE Generacion II EPS, LCIA Tahkimi, Nihai Karar 28 Mayis 2024","jusmundi.com (Final Award, resmi/ucretsiz) + Kluwer Arbitration Blog","Karma (Davaci LEHINE BUYUK OLCUDE) - CFE'ye 31.8 milyon USD ODEME KARARI verildi, ABD'de Panama SOZLESMESI KAPSAMINDA TENFIZ SURECI DEVAM EDIYOR - MEK",31800000,8
GAP96-002,Meksika,2014,Fosil Yakit/Petrol-Gaz,FIDIC-dışı,Isverenin Insaatin Tamamlanmasini Saglayacak Kosullari Yaratmamasi,LCIA (Londra Uluslararasi Tahkim Mahkemesi),"Kanadali sirket ATCO Ltd'nin, Meksika devlet enerji sirketi CFE ile 2014'te 66 MILYON USD DEGERINDE IHALE EDILEN 'Ramal Tula' DOGALGAZ BORU HATTI PROJESI icin YAPTIGI sozlesmede, PROJENIN TAMAMLANMASI",Ihale Sureci,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davaci Lehine,"ATCO Ltd v Comision Federal de Electricidad (CFE), LCIA Tahkimi, Karar Ekim 2021","Reuters (AOL News, resmi haber kaynagi, ucretsiz)","Davaci (ATCO Ltd) lehine - CFE'ye 85 milyon USD ODEME KARARI verildi - MEKSIKA'DA, LOPEZ OBRADOR HUKUMETININ ENERJI PIYASASINDA DEVLET KONTROLUNU GUCL",85000000,7
GAP97-001,Suudi Arabistan,2021,Demiryolu/Metro,FIDIC-dışı/Belirsiz,Isverenin 'Kolaylik Icin Fesih' (Termination for Convenience) Hakkini Kullanmasi - Proje Durdurulmasi,Sozlesmesel Fesih Sureci (Muhtemel LCIA Tahkimi - International Construction Law uzmanlari BU YONDE DEGERLENDIRME YAPIYOR),"Suudi Arabistan'in $500 MILYAR DEGERINDEKI NEOM MEGA-PROJESI KAPSAMINDA, ITALYAN INSAAT DEVI WEBUILD'IN (VERI SETINDE ZATEN OLAN Fas/Etiyopya/Lubnan/Honduras/Panama DAVALARINDAKI AYNI SIRKET - ARTIK 6",Fesih,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Devam Eden Dava,"NEOM (Suudi Arabistan Kamu Yatirim Fonu) - Webuild Group Fesih Sureci, Trojena Barajlari + 'The Bow' Projesi (Fesih Bildirimi 25-29 Mart 2026)",Construction Briefing + Zawya Projects + House of Saud + European Business Magazine (resmi/ucretsiz sektor haberleri),Devam eden/cok guncel - TEK BIR AYDA (Mart 2026) 6.85 MILYAR USD DEGERINDE NEOM SOZLESMESI FESHEDILDI (Webuild'in 2 sozlesmesi + Hyundai E&C'nin 12.5 ,500000000000,4
GAP98-001,Hindistan,2023,Karayolu/Otoyol,FIDIC-dışı,Hakem Karari Iptali - Delil Degerlendirmesinde Hata,Hindistan - Delhi Yuksek Mahkemesi (Istinaf Dairesi),"Assam EYALETINDE bir OTOYOL PROJESI insaatinda, Yuklenici Progressive Constructions Limited LEHINE VERILEN 126.77 CRORE RUPI'lik (YAKLASIK 15 MILYON USD) bir HAKEM KARARINA karsi, National Highways Au",Hakem Karari Iptali,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"National Highways Authority of India (NHAI) v Progressive Constructions Limited, Delhi Yuksek Mahkemesi, FAO(OS)(COMM) 206/2023, 2026 LLBiz HC (DEL) 625 (Haziran 2026)","LiveLawBiz Arbitration Monthly Digest (Haziran 2026, ucretsiz)","Davaci (NHAI) lehine - 126.77 crore Rupi'lik (yaklasik 15 milyon USD) hakem KARARI IPTAL EDILDI - HINDISTAN'DA, DEVLET OTOYOL ALTYAPISI PROJELERINDE (",1267700000,3
GAP99-001,ABD,2000,Liman/Deniz Altyapisi,FIDIC-dışı,Ticari Sir Calinmasi/Dolandiricilik Iddiasi vs Insaat Sozlesmesi Ihlali - Coklu Paralel Dava,ABD Guney New York Federal Bolge Mahkemesi + AAA Tahkimi (Uluslararasi Kurallar),"Tyco'nun DENIZALTI KABLO INSAATI YAN KURULUSU TSSL'NIN (Tyco Submarine Systems Ltd.), Global Crossing VE yan kurulusu South American Crossing (Subsea) Ltd. ile, GUNEY AMERIKA'YI KAPSAYAN bir DENIZALTI",Siniflandirilmamis/Veri Yetersiz,Ilk Derece Devlet Mahkemesi,Belirsiz/Detay Sinirli,"Global Crossing Ltd./South American Crossing (Subsea) Ltd. v Tyco Submarine Systems Ltd. (TSSL), ABD Guney New York Bolge Mahkemesi + AAA (Amerikan Tahkim Birligi) Tahkimi (2000-2001)","SEC EDGAR Dosyalari (Tyco/Global Crossing/TyCom 10-K/10-Q/S-1 Beyannameleri, resmi/ucretsiz)",Belirsiz/detay sinirli (coklu paralel dava) - DUNYANIN EN BUYUK DENIZALTI FIBER-OPTIK KABLO ALTYAPISI PROJELERINDEN BIRINDE (Guney Amerika + Kuzey Atl,1000000000,1
